2 0.902430 0.219812 0.141261 2 1.000000
10 0.945252 723.698029 0.131187 1 1.000000
7 0.399694 0.056781 0.310156 2 1.000000
10 0.361363 1236.219543 0.326793 1 1.000000
11 0.351737 0.025009 0.331042 1 1.000000
11 0.313752 -0.022674 0.348077 2 1.000000
1 0.364168 15.000000 0.325426 1 1.000000
8 0.371527 0.230836 0.322337 2 1.000000
9 0.348338 0.016044 0.332550 1 1.000000
9 0.327602 0.005135 0.341818 2 1.000000
1 0.280970 18.500000 0.363099 1 1.000000
7 0.307590 0.161127 0.350878 2 1.000000
11 0.329447 -0.008027 0.340988 2 1.000000
6 0.186636 0.000004 0.407751 1 1.000000
5 0.248441 4.296242 0.378274 1 1.000000
4 0.268483 0.319584 0.368894 2 1.000000
9 0.214576 0.016729 0.394329 1 1.000000
1 0.218892 8.000000 0.390379 1 1.000000
10 0.190072 669.191803 0.406092 2 1.000000
1 0.184677 18.500000 0.408697 1 1.000000
8 0.224135 0.086237 0.389772 2 1.000000
1 0.180324 15.000000 0.410727 1 1.000000
9 0.166868 0.004569 0.417332 2 1.000000
5 0.153401 4.296242 0.423896 1 1.000000
7 0.222331 0.172592 0.390630 2 1.000000
5 0.181445 4.296242 0.410260 1 1.000000
6 0.210396 0.000001 0.396327 1 1.000000
1 0.170657 3.000000 0.415491 2 1.000000
4 0.165137 0.319584 0.418174 2 1.000000
5 0.143877 4.296242 0.428554 1 1.000000
6 0.152283 0.000001 0.424441 1 1.000000
5 0.162689 0.015005 0.419366 2 1.000000
3 0.167267 0.030186 0.417138 1 1.000000
2 0.148003 0.155968 0.426534 2 1.000000
11 0.157890 0.016651 0.421704 1 1.000000
9 0.117434 0.008464 0.441552 1 1.000000
8 0.129288 0.230836 0.435714 2 1.000000
8 0.132453 0.193391 0.434158 1 1.000000
4 0.122601 0.128965 0.439005 2 1.000000
1 0.122822 25.000000 0.431560 1 1.000000
10 0.132108 4987.129883 0.434328 2 1.000000
11 0.152496 -0.008027 0.424338 2 1.000000
10 0.144109 247.509834 0.428440 1 1.000000
10 0.154012 669.191803 0.423597 2 1.000000
10 0.114509 1145.072937 0.442994 1 1.000000
2 0.125968 0.212200 0.437347 2 1.000000
3 0.134532 0.030186 0.433137 1 1.000000
5 0.162388 0.015005 0.419512 2 1.000000
6 0.123750 0.000004 0.438439 1 1.000000
1 0.151296 3.000000 0.424924 2 1.000000
4 0.140586 0.319584 0.430167 2 1.000000
2 0.137386 0.322183 0.431736 1 1.000000
2 0.137589 0.221945 0.431636 2 1.000000
2 0.120867 0.322183 0.439859 1 1.000000
6 0.135773 0.000001 0.432527 1 1.000000
7 0.138069 0.023834 0.431401 2 1.000000
1 0.132011 15.000000 0.434358 1 1.000000
10 0.136087 848.956970 0.432373 2 1.000000
1 0.104365 20.000000 0.446736 1 1.000000
8 0.143231 0.091127 0.428870 2 1.000000
1 0.129199 8.000000 0.433794 1 1.000000
6 0.105699 0.001049 0.447346 2 1.000000
1 0.118326 17.500000 0.441112 1 1.000000
2 0.121840 0.006071 0.439380 2 1.000000
4 0.153011 0.319584 0.424086 2 1.000000
9 0.139636 0.015078 0.430632 1 1.000000
9 0.131555 0.005135 0.434599 2 1.000000
11 0.093402 0.056098 0.453434 1 1.000000
6 0.102030 0.000001 0.449161 1 1.000000
2 0.137028 0.006071 0.431911 2 1.000000
10 0.129579 4987.129883 0.435571 2 1.000000
5 0.116042 1.181320 0.442238 1 1.000000
5 0.141287 0.463869 0.429823 2 1.000000
1 0.138250 23.500000 0.431312 1 1.000000
8 0.118516 0.238699 0.441018 2 1.000000
9 0.119487 0.015078 0.440539 1 1.000000
10 0.107708 88.564896 0.446353 1 1.000000
5 0.133776 0.008688 0.433508 2 1.000000
6 0.105715 0.000001 0.447339 1 1.000000
2 0.128590 0.006071 0.436057 2 1.000000
10 0.127218 188.208359 0.436732 1 1.000000
7 0.121917 0.056303 0.439342 2 1.000000
7 0.107704 0.086095 0.446355 1 1.000000
2 0.129780 0.221945 0.435472 2 1.000000
5 0.117747 0.902675 0.441397 1 1.000000
10 0.110574 4987.129883 0.444937 2 1.000000
2 0.121419 0.006071 0.439587 2 1.000000
4 0.131421 0.306389 0.434665 2 1.000000
8 0.113865 0.193391 0.443312 1 1.000000
8 0.116768 0.091127 0.441880 2 1.000000
3 0.111341 0.030186 0.444558 1 1.000000
4 0.117584 0.129357 0.441478 2 1.000000
1 0.117469 20.000000 0.439245 1 1.000000
6 0.105150 0.001049 0.447618 2 1.000000
6 0.089724 0.001599 0.455258 1 1.000000
8 0.104668 0.238699 0.447856 2 1.000000
11 0.120119 -0.008027 0.440228 2 1.000000
7 0.106440 0.019849 0.446980 1 1.000000
2 0.124760 0.006071 0.437942 2 1.000000
10 0.120440 88.564896 0.440069 1 1.000000
2 0.107444 0.006071 0.446484 2 1.000000
4 0.120493 0.319584 0.440044 2 1.000000
2 0.116534 0.322183 0.441995 1 1.000000
2 0.108678 0.221945 0.445874 2 1.000000
7 0.104469 0.086095 0.447955 1 1.000000
5 0.088323 0.463869 0.455953 2 1.000000
1 0.097329 20.000000 0.445246 1 1.000000
6 0.110038 0.000011 0.445202 2 1.000000
6 0.119604 0.000001 0.440481 1 1.000000
2 0.120669 0.006071 0.439957 2 1.000000
10 0.116451 4987.129883 0.442036 2 1.000000
7 0.106739 0.023834 0.446832 2 1.000000
1 0.121021 15.000000 0.439778 1 1.000000
4 0.115365 0.128965 0.442572 2 1.000000
1 0.097205 21.500000 0.451550 1 1.000000
10 0.104741 854.055145 0.447820 2 1.000000
10 0.086316 1029.147034 0.456949 1 1.000000
4 0.086840 0.319584 0.456689 2 1.000000
2 0.119140 0.006071 0.440710 2 1.000000
10 0.121556 4987.129883 0.439520 2 1.000000
2 0.108330 0.006071 0.446046 2 1.000000
6 0.113242 0.000001 0.443620 1 1.000000
5 0.106267 0.008688 0.447065 2 1.000000
1 0.106747 6.000000 0.441319 1 1.000000
2 0.105357 0.006071 0.447516 2 1.000000
4 0.112749 0.319584 0.443863 2 1.000000
2 0.106438 0.322183 0.446981 1 1.000000
2 0.113531 0.221945 0.443477 2 1.000000
2 0.101916 0.322183 0.449218 1 1.000000
4 0.096382 0.319584 0.451958 2 1.000000
2 0.099634 0.006071 0.450347 2 1.000000
6 0.108901 0.000001 0.445764 1 1.000000
6 0.102589 0.000011 0.448885 2 1.000000
10 0.104809 247.509834 0.447786 1 1.000000
2 0.094274 0.006071 0.453002 2 1.000000
6 0.109811 0.000001 0.445314 1 1.000000
5 0.105573 0.008688 0.447409 2 1.000000
3 0.095088 0.016561 0.452599 1 1.000000
7 0.100861 0.035569 0.449740 2 1.000000
6 0.095197 0.000007 0.452544 1 1.000000
2 0.093511 0.006071 0.453380 2 1.000000
5 0.104589 0.463869 0.447895 2 1.000000
8 0.114776 0.188950 0.442863 1 1.000000
9 0.093250 0.005273 0.453510 2 1.000000
